iter	MultiClass
124	0.7049477745
125	0.7000862097
126	0.6948737195
127	0.6904624998
128	0.6857644715
129	0.6830192881
130	0.6784802837
131	0.6736434751
132	0.6693379022
133	0.6641284825
134	0.6596172687
135	0.6558890856
136	0.6515977799
137	0.6476254749
138	0.6447441024
139	0.6402945808
140	0.6375334385
141	0.6340416439
142	0.6308072678
143	0.6269435036
144	0.6228005484
145	0.6185577166
146	0.6147156273
147	0.6116195228
148	0.6084468199
149	0.6043028548
150	0.6006758424
151	0.5966443847
152	0.594341445
153	0.5904098444
154	0.5869480083
155	0.582919865
156	0.5795387636
157	0.576441349
158	0.5729563095
159	0.5692548333
160	0.5662094862
161	0.5621958165
162	0.558364094
163	0.5547105876
164	0.5515428435
165	0.5482240701
166	0.5443380541
167	0.5412701413
168	0.5388252786
169	0.536111939
170	0.5334972813
171	0.52999954
172	0.5281085895
173	0.525384854
174	0.5214160077
175	0.5182066855
176	0.5161070147
177	0.5135600814
178	0.5115299094
179	0.5081023858
180	0.5050556971
181	0.5019075811
182	0.4992434392
183	0.4974534946
184	0.495537276
185	0.4933537044
186	0.4904470081
187	0.4882180633
188	0.4854132387
189	0.4819536135
190	0.479230771
191	0.4763794447
192	0.4739811454
193	0.4701596118
194	0.4673672792
195	0.4649814704
196	0.4618621033
197	0.4601292675
198	0.4572329793
199	0.4542576816
200	0.4522332392
201	0.4503436869
202	0.4482076903
203	0.4462057846
204	0.4436980795
205	0.4413688057
206	0.4393618359
207	0.4371522284
208	0.4349467544
209	0.4321349447
210	0.429688329
211	0.4271504175
212	0.4258094427
213	0.4241437906
214	0.42271175
215	0.420584626
216	0.4189437416
217	0.4162719983
218	0.414577811
219	0.4120343723
220	0.4100291044
221	0.4083204615
222	0.4065596791
223	0.4050509803
224	0.4035751705
225	0.4016393976
226	0.3993115056
227	0.3973430667
228	0.3954262873
229	0.3932794149
230	0.3919493644
231	0.3895777223
232	0.3875038788
233	0.3860008652
234	0.3838100712
235	0.3820936972
236	0.380082196
237	0.3785485212
238	0.3775418102
239	0.3759865084
240	0.3737774771
241	0.3719187669
242	0.3696392447
243	0.3681629344
244	0.3668563017
245	0.365280036
246	0.3638797022
247	0.3616348397
248	0.359664369
249	0.3577782832
250	0.3558472152
251	0.3542439646
252	0.3524923945
253	0.3509611099
254	0.3495760624
255	0.3482934225
256	0.3467078076
257	0.3446685704
258	0.343353664
259	0.3415958192
260	0.3398682468
261	0.3379926224
262	0.3363766595
263	0.3346606373
264	0.3328296253
265	0.3318321214
266	0.330237823
267	0.3287439645
268	0.3272475199
269	0.3261189976
270	0.323983016
271	0.3230317144
272	0.3216341892
273	0.3198709926
274	0.318507389
275	0.3173872025
276	0.3159965135
277	0.3146339362
278	0.3129329634
279	0.3116184763
280	0.3101246184
281	0.3082396492
282	0.3069392058
283	0.3057292522
284	0.3044403291
285	0.3030141513
286	0.3019464866
287	0.3008514584
288	0.2991666955
289	0.2974810742
290	0.2963269533
291	0.2953751051
292	0.2941630741
293	0.2935579092
294	0.2925330423
295	0.2916204684
296	0.2906351086
297	0.2891859608
298	0.2879070427
299	0.2865141787
300	0.2852071266
301	0.2839003047
302	0.2825436638
303	0.2816610654
304	0.2802205035
305	0.2786980134
306	0.2774460602
307	0.2764777996
308	0.2752708151
309	0.2740184494
310	0.2726777726
311	0.2717090146
312	0.270667329
313	0.2697534544
314	0.2687342214
315	0.2674060217
316	0.266106483
317	0.265273995
318	0.2639009737
319	0.2629217508
320	0.2617715453
321	0.2607955886
322	0.2594974178
323	0.2587383721
324	0.2577473912
325	0.2569677314
326	0.2559496098
327	0.2548408976
328	0.2538992549
329	0.252907315
330	0.2522737427
331	0.2511910338
332	0.2500046713
333	0.2487506633
334	0.2476638484
335	0.2468886769
336	0.2457679964
337	0.2450671108
338	0.2440625459
339	0.2431554406
340	0.242060613
341	0.2411661938
342	0.2401070517
343	0.239315775
344	0.2384234452
345	0.2377188341
346	0.2366949192
347	0.2356053662
348	0.2344498422
349	0.2339442881
350	0.2332475764
351	0.2325618607
352	0.2318672814
353	0.231156375
354	0.2302461696
355	0.229783114
356	0.2290412145
357	0.2279636708
358	0.2273894059
359	0.2265398469
360	0.2256926539
361	0.2249044639
362	0.2238948154
363	0.2232271905
364	0.222455285
365	0.2215880195
366	0.2207775133
367	0.2197817011
368	0.2188887249
369	0.2182303841
370	0.2174491212
371	0.2166150226
372	0.2159322917
373	0.215399522
374	0.2144602619
375	0.2135464522
376	0.2126024776
377	0.2119497593
378	0.2113035485
379	0.2105748816
380	0.2098792971
381	0.2092570533
382	0.2085252141
383	0.2077584844
384	0.2068517178
385	0.2060585612
386	0.2055261596
387	0.2047007968
388	0.2040165658
389	0.2033294674
390	0.2024590819
391	0.2017011421
392	0.2011281019
393	0.2004203927
394	0.1998805146
395	0.1991267685
396	0.1982816413
397	0.1974466921
398	0.1966436514
399	0.1957786216
400	0.1953479572
401	0.1945721488
402	0.1939207265
403	0.1933649788
404	0.1925474866
405	0.1918714787
406	0.1911503657
407	0.1903749844
408	0.1897511009
409	0.1892653391
410	0.1887893319
411	0.1882382876
412	0.1874513948
413	0.186923409
414	0.1864375516
415	0.1857623631
416	0.1852741744
417	0.1846165949
418	0.1838949998
419	0.1832196994
420	0.1825648143
421	0.1822122171
422	0.1818206808
423	0.1810723873
424	0.1805098683
425	0.1797649568
426	0.179270019
427	0.1787473914
428	0.1781627749
429	0.1775117605
430	0.1769158608
431	0.1764755327
432	0.1758801138
433	0.1753282442
434	0.1748561435
435	0.1742534085
436	0.1737756024
437	0.1733176802
438	0.1729339886
439	0.1723338201
440	0.1716767349
441	0.1712643292
442	0.1706060361
443	0.1701602447
444	0.1696495432
445	0.16918015
446	0.1686506397
447	0.1682742587
448	0.1679849968
449	0.1672936873
450	0.1669251875
451	0.166549383
452	0.1659654082
453	0.1654299549
454	0.1650482019
455	0.1646198688
456	0.164066533
457	0.1636591465
458	0.163327262
459	0.1626470566
460	0.1621622637
461	0.161642788
462	0.1610621395
463	0.1606768985
464	0.1601289137
465	0.1595988953
466	0.1590215348
467	0.1586496014
468	0.1580782507
469	0.1576880195
470	0.1573149925
471	0.1567840945
472	0.1564754422
473	0.155966733
474	0.1554631728
475	0.1549970375
476	0.1544507863
477	0.153952439
478	0.1535257141
479	0.1532328472
480	0.1528988496
481	0.152519388
482	0.1521243075
483	0.1516566701
484	0.1512121803
485	0.1509024935
486	0.1505898186
487	0.1501728577
488	0.1498102392
489	0.1495366043
490	0.1490528071
491	0.1486125844
492	0.1481141731
493	0.1478059155
494	0.1475382175
495	0.1472831173
496	0.1470163894
497	0.1465011996
498	0.1459686707
499	0.1455289224
500	0.145012606
501	0.1446958087
502	0.1442285603
503	0.1436825307
504	0.1432287483
505	0.1427749916
506	0.1424213975
507	0.1419690269
508	0.1415806139
509	0.1412711455
510	0.1408521747
511	0.1404347904
512	0.1401096943
513	0.1397466397
514	0.1394152697
515	0.1389819464
516	0.1386564042
517	0.1382353744
518	0.1379387176
519	0.1374767811
520	0.137115594
521	0.1367318105
522	0.1363276377
523	0.1360016015
524	0.1356904988
525	0.135257103
526	0.1349854561
527	0.1346086729
528	0.1343246653
529	0.1338895959
530	0.1334576302
531	0.1330482946
532	0.132656886
533	0.1323598396
534	0.1320814484
535	0.1318154688
536	0.1314721132
537	0.1311759169
538	0.1309839799
539	0.1306370393
540	0.1303536074
541	0.1300955377
542	0.1295909425
543	0.1293078722
544	0.129137705
545	0.1287588345
546	0.1285508148
547	0.1282582614
548	0.1279567581
549	0.127690841
550	0.1273317806
551	0.1269551302
552	0.1265998623
553	0.1263348063
554	0.1261385728
555	0.1257967959
556	0.1254230829
557	0.1251680863
558	0.124841571
559	0.1244863771
560	0.1241977211
561	0.1239066123
562	0.1234957793
563	0.1231809823
564	0.1228297112
565	0.1224163469
566	0.1220323716
567	0.1216242518
568	0.1212981516
569	0.1210086233
570	0.1207334713
571	0.120453061
572	0.1201613351
573	0.1198534917
574	0.1194997831
575	0.1191972252
576	0.1188609506
577	0.1186318179
578	0.1183424738
579	0.1180002155
580	0.1178310585
581	0.1176104632
582	0.1172684156
583	0.1170034786
584	0.1168331337
585	0.1166445428
586	0.1163167884
587	0.1160669414
588	0.1157209338
589	0.1154590753
590	0.1151077058
591	0.114835441
592	0.1145696022
593	0.1144056233
594	0.1141951261
595	0.1138830347
596	0.1136419092
597	0.1133554754
598	0.1130975968
599	0.1128815552
600	0.1126223045
601	0.1123213974
602	0.1120786802
603	0.1117798082
604	0.1115021756
605	0.1112087747
606	0.1109533643
607	0.1106641631
608	0.1103246441
609	0.1101171681
610	0.1098635535
611	0.1097210812
612	0.1095127464
613	0.1092401027
614	0.1089513771
615	0.1087216188
616	0.1084038101
617	0.1082305816
618	0.108076065
619	0.1078261313
620	0.1075512055
621	0.1072418201
622	0.1070195019
623	0.1067382636
624	0.1065433383
625	0.1063659485
626	0.1061378654
627	0.1059197581
628	0.1056608293
629	0.1054476869
630	0.1053088362
631	0.1050220202
632	0.1048065655
633	0.1046259957
634	0.1043734688
635	0.1041934014
636	0.1039547631
637	0.1037373344
638	0.1035372523
639	0.1033350754
640	0.1031491094
641	0.1029168315
642	0.1027300975
643	0.1025000722
644	0.1022854226
645	0.1020412959
646	0.1018558813
647	0.1016736719
648	0.1014147222
649	0.1011522125
650	0.1009031614
651	0.1007931078
652	0.1005746357
653	0.1003575832
654	0.1001093153
655	0.09994925102
656	0.09972656778
657	0.09955861075
658	0.09935761323
659	0.0991428508
660	0.09892065708
661	0.09877015288
662	0.09854686424
663	0.09836294334
664	0.09810680734
665	0.09793325191
666	0.09769178543
667	0.09744147776
668	0.09721475753
669	0.09707534186
670	0.09684644559
671	0.09661811352
672	0.09647732238
673	0.09631335784
674	0.09611449772
675	0.09591091376
676	0.09568647097
677	0.09548403191
678	0.09528569337
679	0.09513670612
680	0.09493255357
681	0.09477044387
682	0.09456446458
683	0.09436046689
684	0.09414553691
685	0.0939452483
686	0.09376801335
687	0.09355305413
688	0.09334524826
689	0.09323915171
690	0.09300303552
691	0.09281933723
692	0.09260746351
693	0.09243824031
694	0.09225052873
695	0.09206107617
696	0.09194077553
697	0.091769761
698	0.09161674205
699	0.09143326613
700	0.09120989083
701	0.09105913424
702	0.09083314482
703	0.09069047799
704	0.09049609932
705	0.09032463432
706	0.09015177663
707	0.09001918535
708	0.08983773018
709	0.08969727114
710	0.08959405689
711	0.08936553333
712	0.08918201454
713	0.08901918172
714	0.08885192807
715	0.08865548251
716	0.0884781376
717	0.08833925261
718	0.08821599969
719	0.0881110314
720	0.08796114737
721	0.08778062311
722	0.08761918574
723	0.08749033614
724	0.08729500419
725	0.08712141836
726	0.08694805469
727	0.08680803456
728	0.086614133
729	0.08646366944
730	0.08633679161
731	0.08620279697
732	0.08602925957
733	0.08582632517
734	0.08568105308
735	0.08550821553
736	0.08537145485
737	0.08518748891
738	0.08497967321
739	0.08483285562
740	0.08473592034
741	0.08464038957
742	0.08453713385
743	0.08434241853
744	0.08419167221
745	0.08402737243
746	0.08383306439
747	0.08367041661
748	0.08353113901
749	0.08339449498
750	0.08321657109
751	0.0830338366
752	0.08292609485
753	0.0827675255
754	0.08262620036
755	0.08245802519
756	0.08230421996
757	0.08214371051
758	0.08196834198
759	0.08179685291
760	0.0816628297
761	0.08152658947
762	0.08137795922
763	0.08125280015
764	0.081119056
765	0.08093837834
766	0.08080953698
767	0.0806748771
768	0.0805302982
769	0.08041161868
770	0.08030396794
771	0.08010230868
772	0.07997325676
773	0.07987347945
774	0.07973891195
775	0.07963876655
776	0.07946955111
777	0.0793761321
778	0.07920415277
779	0.0791062895
780	0.07897721742
781	0.07884267966
782	0.0786846119
783	0.07854976547
784	0.07839154574
785	0.07819613003
786	0.07804320442
787	0.07790016597
788	0.07773399053
789	0.07762734497
790	0.07752587499
791	0.07738282597
792	0.07730175259
793	0.07715428661
794	0.07703374701
795	0.07686520254
796	0.07673307809
797	0.0766340807
798	0.07648389276
799	0.07639911499
800	0.0762362766
801	0.07611199974
802	0.07598909646
803	0.07582545656
804	0.07567835728
805	0.07555575481
806	0.07541573798
807	0.07524712222
808	0.07513694208
809	0.07502742767
810	0.0749115264
811	0.07477729187
812	0.07463122292
813	0.07449468463
814	0.07437971198
815	0.07426265418
816	0.07409978377
817	0.07397710281
818	0.0738983576
819	0.07375902346
820	0.07361654646
821	0.07350817297
822	0.0733821036
823	0.07324580644
824	0.07310363265
825	0.0729795845
826	0.07286586409
827	0.07275186722
828	0.0726245514
829	0.07249052008
830	0.07238504297
831	0.07226473433
832	0.07219384533
833	0.07209821905
834	0.07200925557
835	0.07190175546
836	0.07180780723
837	0.07164532816
838	0.07155564871
839	0.07145295
840	0.07134872802
841	0.07120486999
842	0.07108495871
843	0.07098796238
844	0.07086740667
845	0.07076826985
846	0.07068704024
847	0.07062104775
848	0.07048649726
849	0.07036346423
850	0.07027434759
851	0.07017846568
852	0.07005278055
853	0.06989991363
854	0.06976397374
855	0.06965667893
856	0.06958466611
857	0.06945053292
858	0.06934497206
859	0.06922870232
860	0.06910091822
861	0.06899866894
862	0.06889222916
863	0.06880629523
864	0.06867600682
865	0.06860978329
866	0.0685074806
867	0.06844504628
868	0.06836021746
869	0.06826634017
870	0.06817287136
871	0.06805190261
872	0.06793127308
873	0.06781131617
874	0.06769512375
875	0.06760918186
876	0.06751888815
877	0.06741444058
878	0.06732942878
879	0.06724474943
880	0.06715719361
881	0.0670515675
882	0.06696797747
883	0.06687730781
884	0.06678046176
885	0.0666887684
886	0.06660261781
887	0.06653110369
888	0.06642797697
889	0.06632552813
890	0.06620950676
891	0.06613526117
892	0.06604275758
893	0.06592280175
894	0.06579766913
895	0.06569117656
896	0.06557590226
897	0.06546517977
898	0.06537359216
899	0.06529304734
900	0.06520942754
901	0.06513524216
902	0.06506599353
903	0.06498509098
904	0.06489237128
905	0.06475835427
906	0.06465496528
907	0.06454722317
908	0.06446167663
909	0.06434991226
910	0.06428602321
911	0.06420669
912	0.06411149451
913	0.06401958509
914	0.06395941341
915	0.06385946155
916	0.06377007037
917	0.06365677691
918	0.06354819865
919	0.06346152409
920	0.06339755193
921	0.06333443687
922	0.06324678968
923	0.06314703619
924	0.06307088251
925	0.06301495482
926	0.06292357521
927	0.06285011681
928	0.06275177123
929	0.06264001474
930	0.06253493842
931	0.06244411961
932	0.06235523908
933	0.06228579409
934	0.06220964438
935	0.06211377191
936	0.06201896083
937	0.0619415124
938	0.06185985209
939	0.06176946366
940	0.06169458619
941	0.06161796983
942	0.06154942849
943	0.06149330374
944	0.06140258404
945	0.06131453766
946	0.06124976622
947	0.06116057434
948	0.06107667145
949	0.06097618618
950	0.06089704899
951	0.06084251773
952	0.06076545138
953	0.06067466497
954	0.06061984468
955	0.06054413996
956	0.06047058942
957	0.06036462258
958	0.06025877867
959	0.06016275514
960	0.06007129599
961	0.05998547417
962	0.05990171065
963	0.05980518936
964	0.0597244195
965	0.05963156135
966	0.05956177177
967	0.05948933044
968	0.05941998804
969	0.05931026873
970	0.05921158714
971	0.05915667259
972	0.05906259865
973	0.05899539063
974	0.05891733254
975	0.05887044139
976	0.05880160548
977	0.05872018156
978	0.05864341539
979	0.05857211058
980	0.05850750418
981	0.05843250761
982	0.05830655503
983	0.05822900308
984	0.05816912297
985	0.05808772509
986	0.05803326372
987	0.05795655468
988	0.05787041897
989	0.0578181491
990	0.05772952129
991	0.05766878732
992	0.05757691447
993	0.05750022505
994	0.05743457935
995	0.05734562983
996	0.05727135106
997	0.05722877396
998	0.05713895558
999	0.05705631017
